sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3
403,b'illuminance' > 79.46; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; 31.00 < b'power' <= 53.00; b'obstacle size' <= 75.32; b'firm obstacle' = 1.0; b'illuminance' > 79.46; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'obstacle size' <= 75.32; b'cruise speed' <= 36.77; b'illuminance' > 56.79,3,0,0,1,1,1,1,1,1
404,b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'obstacle distance' > 51.10; b'controls responsiveness' > 38.48; b'smoke intensity' <= 45.55; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'image resolution' > 58.97; b'obstacle distance' > 51.10,2,0,0,0,0,1,1,1,1
405,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'power' > 53.00; b'image resolution' > 36.34; 38.48 < b'controls responsiveness' <= 60.79; b'illuminance' > 56.79; 53.00 < b'power' <= 76.75; 50.21 < b'obstacle size' <= 75.32; b'obstacle distance' > 30.09; 22.73 < b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'obstacle distance' > 72.25; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'smoke intensity' <= 45.55,4,1,1,1,1,1,1,1,1
408,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'power' > 53.00; b'cruise speed' <= 57.30; 51.10 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 67.44; b'image resolution' <= 80.15; 53.00 < b'power' <= 76.75; b'obstacle size' <= 50.21; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'obstacle distance' > 51.10; b'cruise speed' <= 57.30; b'image resolution' > 36.34; b'power' > 31.00; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'image resolution' > 36.34; b'obstacle distance' > 51.10; b'power' > 31.00,4,1,1,1,1,1,1,1,1
409,b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'image resolution' > 58.97; b'illuminance' > 36.76; 18.23 < b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 36.76,2,1,1,1,1,0,0,0,0
412,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'power' > 53.00; b'obstacle size' > 50.21; b'illuminance' > 36.76; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'illuminance' > 36.76; 50.21 < b'obstacle size' <= 75.32; 53.00 < b'power' <= 76.75; 36.34 < b'image resolution' <= 58.97; b'smoke intensity' > 22.73; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'image resolution' > 36.34; b'obstacle distance' > 51.10; b'cruise speed' <= 57.30,4,1,1,1,1,1,0,1,1
413,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'power' > 53.00; b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; 30.09 < b'obstacle distance' <= 72.25; b'image resolution' > 80.15; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 57.30; b'image resolution' > 80.15; b'controls responsiveness' > 60.79; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'image resolution' > 80.15; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
414,b'smoke intensity' <= 67.44; b'image resolution' > 36.34; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'obstacle distance' <= 72.25; b'cruise speed' <= 36.77; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; 30.09 < b'obstacle distance' <= 72.25; b'obstacle size' <= 50.21,2,1,0,1,1,0,0,0,0
416,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'obstacle distance' > 51.10; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'image resolution' > 58.97; b'obstacle size' <= 75.32; b'cruise speed' <= 36.77; b'illuminance' > 36.76,2,0,0,0,0,1,1,1,1
417,b'firm obstacle' = 1.0; b'obstacle size' > 75.32; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; b'power' > 53.00; b'cruise speed' <= 36.77; b'obstacle size' > 75.32; 30.09 < b'obstacle distance' <= 51.10; 36.34 < b'image resolution' <= 80.15; b'illuminance' > 36.76; b'smoke intensity' > 22.73; 31.00 < b'power' <= 76.75,2,1,1,1,1,0,0,0,0
418,22.73 < b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'image resolution' > 36.34; b'power' > 76.75; 30.09 < b'obstacle distance' <= 72.25; 60.79 < b'controls responsiveness' <= 81.26; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; 36.76 < b'illuminance' <= 79.46; b'obstacle distance' > 30.09; b'image resolution' <= 80.15,2,1,1,1,1,0,0,0,0
419,b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'illuminance' > 36.76; b'obstacle distance' <= 51.10; b'power' > 31.00; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'obstacle distance' <= 72.25; b'illuminance' > 79.46; b'obstacle size' <= 50.21; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'cruise speed' <= 36.77; b'image resolution' > 36.34; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77,4,1,1,1,1,1,1,1,1
420,b'smoke intensity' <= 22.73; b'obstacle size' > 75.32; 36.76 < b'illuminance' <= 56.79; b'controls responsiveness' <= 38.48; b'cruise speed' <= 57.30; b'power' > 53.00; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; b'illuminance' > 36.76; b'obstacle size' > 75.32; b'image resolution' <= 80.15,2,1,0,1,1,0,0,0,0
421,b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'obstacle size' <= 26.12; 56.79 < b'illuminance' <= 79.46; b'image resolution' > 80.15; 18.23 < b'cruise speed' <= 36.77; b'obstacle distance' > 51.10; b'smoke intensity' <= 22.73; b'power' > 76.75,2,0,0,1,1,0,0,1,1
424,b'smoke intensity' <= 22.73; b'illuminance' > 79.46; b'image resolution' > 58.97; b'obstacle size' > 75.32; b'power' > 53.00; b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 36.77,2,1,1,1,1,0,0,0,0
425,b'smoke intensity' <= 22.73; b'image resolution' > 58.97; b'obstacle size' > 50.21; b'obstacle distance' <= 51.10; b'illuminance' > 36.76; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'power' > 31.00; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'illuminance' > 36.76; b'smoke intensity' <= 22.73; b'cruise speed' <= 36.77; b'power' > 53.00,3,1,1,1,1,0,0,1,1
427,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 50.21; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'obstacle distance' > 51.10; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'obstacle distance' > 51.10; b'illuminance' > 79.46,3,1,1,0,0,1,1,1,1
430,b'smoke intensity' <= 45.55; b'image resolution' > 58.97; b'illuminance' > 36.76; b'obstacle size' > 50.21; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; 51.10 < b'obstacle distance' <= 72.25; 36.76 < b'illuminance' <= 56.79; 58.97 < b'image resolution' <= 80.15; 22.73 < b'smoke intensity' <= 67.44,2,1,1,1,1,0,0,0,0
433,b'obstacle distance' <= 30.09; b'image resolution' > 58.97; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; b'illuminance' > 56.79; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'obstacle distance' <= 72.25; 31.00 < b'power' <= 76.75; b'obstacle size' > 26.12; b'illuminance' > 36.76; b'smoke intensity' > 45.55,2,1,0,1,1,0,0,0,0
434,b'firm obstacle' = 1.0; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; 60.79 < b'controls responsiveness' <= 81.26; b'illuminance' > 79.46; 51.10 < b'obstacle distance' <= 72.25; b'power' > 53.00; 45.55 < b'smoke intensity' <= 67.44; b'image resolution' > 36.34,2,1,1,1,1,0,0,0,0
436,b'image resolution' > 80.15; b'illuminance' > 56.79; b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'power' > 31.00; b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; 30.09 < b'obstacle distance' <= 72.25,2,1,1,1,1,0,0,0,0
440,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; 18.23 < b'cruise speed' <= 57.30; b'illuminance' > 56.79; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'obstacle distance' > 30.09; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'cruise speed' <= 36.77,4,1,1,1,1,1,1,1,1
441,b'smoke intensity' <= 45.55; b'image resolution' > 58.97; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'power' > 76.75; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'image resolution' > 58.97; b'power' > 76.75; 30.09 < b'obstacle distance' <= 72.25; b'obstacle size' <= 50.21; b'image resolution' > 58.97; b'illuminance' > 36.76; b'power' > 53.00; b'cruise speed' <= 57.30; b'smoke intensity' <= 45.55; b'obstacle distance' > 30.09,3,1,0,1,1,0,0,1,1
444,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle distance' > 72.25; b'image resolution' > 36.34; b'smoke intensity' <= 45.55; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle distance' > 72.25; 36.34 < b'image resolution' <= 80.15; b'smoke intensity' <= 45.55; 36.76 < b'illuminance' <= 79.46,3,1,1,0,0,1,1,1,1
449,b'smoke intensity' <= 45.55; b'image resolution' > 36.34; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'power' > 76.75; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26; b'obstacle size' > 26.12; b'smoke intensity' <= 45.55,2,1,1,1,1,0,0,0,0
455,b'firm obstacle' = 1.0; 36.77 < b'cruise speed' <= 57.30; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 57.30; b'illuminance' > 56.79; b'controls responsiveness' > 38.48; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'illuminance' > 56.79,3,1,1,0,0,1,1,1,1
458,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'image resolution' > 58.97; 38.48 < b'controls responsiveness' <= 60.79; b'cruise speed' <= 57.30; 58.97 < b'image resolution' <= 80.15; 31.00 < b'power' <= 53.00; 22.73 < b'smoke intensity' <= 67.44; 36.76 < b'illuminance' <= 79.46; b'obstacle size' <= 75.32; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'obstacle distance' > 72.25; b'cruise speed' <= 57.30; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'image resolution' > 58.97,4,1,1,1,1,1,1,1,1
460,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'illuminance' > 36.76; b'power' > 53.00; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'image resolution' > 36.34; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'controls responsiveness' > 60.79,3,1,1,0,0,1,1,1,1
461,b'smoke intensity' <= 45.55; b'image resolution' > 80.15; b'illuminance' > 56.79; b'obstacle size' > 26.12; b'obstacle distance' <= 30.09; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'smoke intensity' <= 22.73; b'obstacle distance' <= 72.25; 36.76 < b'illuminance' <= 79.46; 26.12 < b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'power' > 31.00,2,1,1,1,1,0,0,0,0
462,b'illuminance' > 79.46; b'smoke intensity' <= 67.44; b'image resolution' > 58.97; b'obstacle size' > 26.12; b'power' > 53.00; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'power' > 76.75; b'obstacle distance' > 51.10,2,1,1,1,1,0,0,0,0
466,b'smoke intensity' <= 67.44; b'image resolution' > 58.97; b'obstacle size' > 26.12; b'obstacle distance' <= 51.10; b'cruise speed' <= 36.77; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; 30.09 < b'obstacle distance' <= 51.10; 26.12 < b'obstacle size' <= 50.21; 58.97 < b'image resolution' <= 80.15; 45.55 < b'smoke intensity' <= 67.44; 31.00 < b'power' <= 53.00; b'illuminance' <= 36.76,2,1,0,1,1,0,0,0,0
468,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'image resolution' > 36.34; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'illuminance' > 36.76; b'obstacle size' <= 75.32,3,1,1,0,0,1,1,1,1
470,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'power' > 76.75; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'power' > 76.75; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; 30.09 < b'obstacle distance' <= 51.10; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'obstacle distance' > 30.09; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'power' > 53.00; b'image resolution' > 58.97,4,1,1,1,1,1,1,1,1
471,b'illuminance' > 79.46; b'image resolution' > 58.97; b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'power' > 31.00; 18.23 < b'cruise speed' <= 36.77; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'image resolution' > 58.97,2,1,1,1,1,0,0,0,0
472,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'controls responsiveness' > 81.26; b'image resolution' > 80.15; b'illuminance' > 36.76; b'obstacle size' > 75.32; 45.55 < b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'power' <= 76.75,2,1,1,1,1,0,0,0,0
474,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'cruise speed' <= 57.30; b'controls responsiveness' > 60.79; b'cruise speed' <= 18.23; 30.09 < b'obstacle distance' <= 72.25; b'obstacle size' <= 50.21; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'obstacle distance' > 30.09; b'obstacle size' <= 75.32; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'power' > 53.00,4,1,1,1,1,1,1,1,1
475,b'smoke intensity' <= 45.55; b'image resolution' > 80.15; b'obstacle size' > 50.21; b'power' > 31.00; b'obstacle distance' <= 72.25; b'cruise speed' <= 36.77; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48,2,1,1,1,1,0,0,0,0
477,b'firm obstacle' = 1.0; b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'cruise speed' <= 57.30; b'cruise speed' <= 18.23; b'illuminance' > 79.46; b'obstacle distance' <= 72.25; b'image resolution' <= 36.34; b'obstacle size' > 26.12; b'power' > 31.00,2,1,1,1,1,0,0,0,0
478,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'cruise speed' <= 18.23; 38.48 < b'controls responsiveness' <= 81.26; b'illuminance' > 79.46; b'power' > 76.75; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle distance' > 51.10; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'image resolution' > 36.34,4,1,1,1,1,1,1,1,1
479,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'image resolution' > 58.97; b'illuminance' > 56.79; b'cruise speed' <= 57.30; b'firm obstacle' = 1.0; b'obstacle distance' > 51.10; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'cruise speed' <= 57.30; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09,3,1,1,0,0,1,1,1,1
480,b'smoke intensity' <= 22.73; b'illuminance' > 56.79; b'image resolution' > 58.97; b'obstacle size' > 50.21; b'obstacle distance' <= 72.25; b'power' > 31.00; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'obstacle distance' > 51.10,2,1,1,0,0,0,0,1,1
486,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'image resolution' > 36.34; b'obstacle distance' <= 72.25; b'cruise speed' <= 57.30; b'power' <= 76.75; b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 36.77,2,1,1,1,1,0,0,0,0
487,b'smoke intensity' <= 45.55; b'image resolution' > 58.97; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'power' > 76.75; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'power' > 31.00,2,1,1,1,1,0,0,0,0
488,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'controls responsiveness' > 60.79; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; 30.09 < b'obstacle distance' <= 72.25; b'obstacle size' <= 50.21; b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 26.12; b'cruise speed' <= 57.30; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
489,b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'image resolution' > 36.34; b'obstacle size' > 26.12; b'power' > 53.00; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; 30.09 < b'obstacle distance' <= 72.25; b'illuminance' > 56.79; b'smoke intensity' > 22.73,2,1,0,1,1,0,0,0,0
490,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'obstacle distance' <= 72.25; b'power' <= 76.75; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'illuminance' > 36.76; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'illuminance' > 56.79,4,1,1,1,1,1,1,1,1
491,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'smoke intensity' <= 67.44; b'power' > 31.00; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'image resolution' > 58.97; 45.55 < b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'image resolution' > 80.15; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
492,b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'controls responsiveness' > 38.48; b'obstacle size' <= 26.12; 56.79 < b'illuminance' <= 79.46; b'obstacle distance' > 51.10; b'cruise speed' <= 18.23; b'image resolution' > 36.34; 31.00 < b'power' <= 53.00; b'smoke intensity' > 22.73,2,0,0,1,1,0,0,1,1
493,b'image resolution' > 58.97; 22.73 < b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'power' > 76.75; b'cruise speed' <= 57.30; b'controls responsiveness' <= 60.79; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'power' > 31.00; b'image resolution' > 36.34; b'illuminance' <= 79.46; b'controls responsiveness' > 38.48; b'obstacle size' <= 26.12; b'image resolution' > 80.15; 56.79 < b'illuminance' <= 79.46; b'cruise speed' <= 57.30; b'obstacle distance' > 72.25; b'smoke intensity' <= 45.55; b'power' > 76.75,3,1,1,1,1,0,0,1,1
496,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'power' > 53.00; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'image resolution' > 58.97; 53.00 < b'power' <= 76.75; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'image resolution' > 80.15; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 81.26; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
497,b'smoke intensity' <= 45.55; b'illuminance' > 36.76; b'image resolution' > 36.34; b'obstacle size' > 75.32; b'obstacle distance' <= 30.09; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'power' > 53.00,2,1,1,1,1,0,0,0,0
498,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'image resolution' > 36.34; b'obstacle distance' <= 72.25; b'cruise speed' <= 36.77; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'power' > 31.00; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 45.55,2,1,1,1,1,0,0,0,0
501,b'illuminance' > 79.46; b'smoke intensity' <= 45.55; b'image resolution' > 36.34; b'obstacle size' > 26.12; b'obstacle distance' <= 72.25; b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'smoke intensity' <= 45.55; b'controls responsiveness' > 81.26; b'obstacle size' <= 50.21; b'illuminance' > 56.79; 18.23 < b'cruise speed' <= 36.77; b'image resolution' > 58.97; 22.73 < b'smoke intensity' <= 45.55,3,1,1,1,1,0,0,1,1
506,b'smoke intensity' <= 22.73; b'controls responsiveness' <= 38.48; b'illuminance' > 36.76; b'image resolution' > 58.97; b'obstacle size' > 26.12; b'power' > 53.00; b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; 58.97 < b'image resolution' <= 80.15; b'illuminance' > 36.76; b'obstacle size' > 50.21,2,1,1,1,1,0,0,0,0
507,b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'illuminance' > 56.79; b'obstacle distance' > 30.09; b'image resolution' > 36.34; b'power' > 31.00; b'controls responsiveness' > 81.26; b'obstacle distance' > 72.25; b'obstacle size' <= 26.12; b'image resolution' > 80.15; 56.79 < b'illuminance' <= 79.46; 53.00 < b'power' <= 76.75,2,0,0,1,1,0,0,1,1
508,b'image resolution' > 80.15; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'power' > 31.00; b'obstacle distance' <= 30.09; b'firm obstacle' = 0.0; 38.48 < b'controls responsiveness' <= 60.79; b'cruise speed' <= 57.30; b'smoke intensity' > 45.55,2,1,1,1,1,0,0,0,0
509,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'controls responsiveness' <= 38.48; b'cruise speed' <= 18.23; b'illuminance' > 36.76; b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73; 58.97 < b'image resolution' <= 80.15; b'obstacle size' > 75.32; b'power' > 31.00,2,1,1,1,1,0,0,0,0
510,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'power' > 53.00; b'illuminance' > 56.79; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'controls responsiveness' > 38.48; b'obstacle distance' > 51.10; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'illuminance' > 56.79; b'obstacle distance' > 30.09,3,1,1,0,0,1,1,1,1
513,b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'image resolution' > 36.34; b'obstacle size' > 50.21; b'obstacle distance' <= 51.10; b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 36.77; b'obstacle size' > 50.21; b'controls responsiveness' > 81.26; b'illuminance' > 56.79; b'image resolution' > 36.34; 18.23 < b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'power' > 53.00; 22.73 < b'smoke intensity' <= 45.55,3,1,1,1,1,0,0,1,1
514,22.73 < b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'obstacle size' > 50.21; 31.00 < b'power' <= 76.75; b'cruise speed' <= 36.77; b'obstacle distance' <= 30.09; b'controls responsiveness' <= 81.26; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'obstacle size' > 50.21,2,1,1,1,1,0,0,0,0
517,b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'illuminance' > 36.76; b'cruise speed' <= 36.77; 38.48 < b'controls responsiveness' <= 60.79; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'smoke intensity' <= 45.55,2,1,1,1,1,0,0,0,0
