sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3,pred_req_4,real_req_4,pred_req_5,real_req_5,pred_req_6,real_req_6,pred_req_7,real_req_7,pred_req_8,real_req_8,pred_req_9,real_req_9,pred_req_10,real_req_10,pred_req_11,real_req_11
1447,#threats > 74.00; countermeasure = 0.0; flying_speed <= 28.09; #threats > 74.00; formation = 0.0; countermeasure = 0.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1458,flying_speed <= 16.92; weather = 4.0; day_time <= 11.50; threat_range <= 20336.87; flying_speed <= 16.92; formation = 1.0; 25.00 < #threats <= 50.00; 6.00 < day_time <= 11.50; 10893.09 < threat_range <= 30101.55; weather = 4.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1465,weather = 1.0; #threats > 50.00; #threats > 25.00; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1468,#threats > 74.00; threat_range > 30101.55; countermeasure = 0.0; formation = 1.0; day_time > 6.00; weather = 1.0; #threats > 74.00; threat_range > 30101.55; day_time > 18.00; flying_speed <= 38.71; countermeasure = 0.0; formation = 1.0; weather = 1.0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1477,#threats > 50.00; weather = 1.0; threat_range <= 20336.87; day_time <= 11.50; weather = 1.0; #threats > 25.00,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1487,flying_speed <= 38.71; #threats > 74.00; #threats > 50.00; flying_speed <= 38.71,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1495,weather = 3.0; threat_range <= 10893.09; day_time <= 18.00,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1511,day_time > 6.00; #threats > 74.00; threat_range <= 30101.55; flying_speed <= 16.92; #threats > 74.00; threat_range <= 20336.87; day_time > 18.00; countermeasure = 0.0; formation = 0.0; weather = 2.0; flying_speed <= 16.92; #threats > 74.00; day_time > 18.00; threat_range > 10893.09; formation = 0.0; countermeasure = 0.0; weather = 2.0,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1539,flying_speed <= 16.92; countermeasure = 0.0; #threats > 50.00; 11.50 < day_time <= 18.00; threat_range > 20336.87,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1554,countermeasure = 0.0; flying_speed <= 16.92; formation = 1.0; threat_range <= 10893.09; weather = 2.0; #threats > 25.00; day_time > 6.00; flying_speed <= 16.92; countermeasure = 0.0; day_time > 18.00; #threats <= 50.00; formation = 1.0; flying_speed <= 16.92; countermeasure = 0.0; formation = 1.0; day_time > 18.00; #threats > 25.00; weather = 2.0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1566,flying_speed <= 16.92; day_time <= 6.00; countermeasure = 0.0; threat_range > 30101.55; #threats <= 25.00; formation = 1.0; #threats <= 25.00; countermeasure = 0.0; flying_speed <= 16.92; threat_range > 30101.55; flying_speed <= 16.92; countermeasure = 0.0; formation = 1.0; threat_range > 30101.55,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1569,#threats > 74.00; flying_speed <= 16.92; threat_range > 30101.55; formation = 1.0; 11.50 < day_time <= 18.00; flying_speed <= 16.92; threat_range > 30101.55; #threats > 74.00; 11.50 < day_time <= 18.00,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1614,flying_speed <= 16.92; day_time <= 18.00; threat_range <= 10893.09; #threats > 74.00; threat_range <= 10893.09; #threats > 74.00; flying_speed <= 16.92; formation = 1.0; day_time > 11.50; threat_range <= 10893.09; flying_speed <= 16.92; 11.50 < day_time <= 18.00; #threats > 74.00,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1
1615,flying_speed <= 38.71; #threats > 74.00,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1691,weather = 4.0; flying_speed <= 16.92; #threats > 50.00; day_time > 11.50; formation = 0.0; threat_range > 10893.09; flying_speed <= 16.92; #threats > 74.00; formation = 0.0; day_time > 11.50; threat_range <= 30101.55; weather = 4.0; weather = 4.0; #threats > 74.00,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1697,threat_range > 20336.87; weather = 1.0; 16.92 < flying_speed <= 38.71; #threats > 25.00; countermeasure = 1.0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1707,flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; day_time <= 18.00; threat_range > 20336.87,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1753,day_time <= 18.00; weather = 1.0; #threats > 50.00; weather = 1.0; flying_speed <= 28.09; day_time > 6.00,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1766,flying_speed <= 38.71; #threats > 50.00,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1807,threat_range > 20336.87; day_time <= 11.50; flying_speed <= 38.71,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1811,threat_range <= 30101.55; #threats > 74.00; countermeasure = 0.0; 11.50 < day_time <= 18.00; threat_range <= 30101.55; weather = 3.0; flying_speed <= 28.09; threat_range <= 30101.55; #threats > 74.00; countermeasure = 0.0; day_time > 6.00; flying_speed <= 28.09; #threats > 74.00; day_time > 11.50; countermeasure = 0.0; weather = 3.0; day_time <= 18.00; threat_range <= 30101.55; #threats > 50.00; threat_range <= 30101.55; countermeasure = 0.0; #threats > 74.00; flying_speed <= 28.09; 11.50 < day_time <= 18.00,6,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
1812,flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; formation = 1.0; weather = 2.0; 11.50 < day_time <= 18.00; threat_range > 10893.09,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1822,flying_speed <= 28.09; #threats > 74.00; countermeasure = 0.0; formation = 1.0; day_time > 11.50,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1845,#threats > 50.00; flying_speed <= 16.92; day_time > 6.00; weather = 1.0; #threats > 50.00; flying_speed <= 16.92,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1870,#threats > 50.00; #threats > 74.00; #threats > 74.00; flying_speed <= 16.92; threat_range <= 10893.09; day_time > 6.00; #threats > 74.00; flying_speed <= 16.92; day_time > 6.00,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1887,flying_speed <= 16.92; threat_range > 30101.55; countermeasure = 0.0; #threats > 74.00; day_time <= 18.00; formation = 0.0; flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; threat_range > 30101.55; day_time > 11.50; weather = 1.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1888,#threats > 74.00; threat_range > 30101.55; day_time <= 18.00; weather = 3.0; flying_speed > 38.71,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,day_time <= 6.00; flying_speed <= 16.92; countermeasure = 0.0; threat_range > 30101.55; #threats <= 25.00; day_time <= 6.00; threat_range > 30101.55; flying_speed <= 16.92; flying_speed <= 16.92; weather = 2.0; countermeasure = 0.0; weather = 2.0; flying_speed <= 16.92; #threats <= 50.00; countermeasure = 0.0; threat_range > 30101.55; flying_speed <= 16.92; countermeasure = 0.0; flying_speed <= 16.92; threat_range > 20336.87; weather = 2.0; #threats <= 25.00; flying_speed <= 16.92; threat_range > 30101.55; weather = 2.0; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 16.92; threat_range > 30101.55; countermeasure = 0.0; formation = 0.0; weather = 2.0; day_time <= 18.00; #threats <= 50.00; flying_speed <= 16.92; threat_range > 30101.55; countermeasure = 0.0; day_time <= 18.00; flying_speed <= 16.92; threat_range > 30101.55; countermeasure = 0.0; weather = 2.0; day_time <= 11.50,11,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1915,threat_range > 10893.09; weather = 1.0; flying_speed <= 38.71; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1943,day_time <= 18.00; weather = 1.0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1944,weather = 1.0; #threats > 50.00; weather = 1.0; flying_speed <= 16.92; #threats > 50.00; day_time > 6.00,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1979,flying_speed <= 16.92; formation = 1.0; weather = 1.0; #threats > 25.00; threat_range <= 20336.87; day_time <= 11.50; flying_speed <= 16.92; #threats > 25.00; weather = 1.0; day_time <= 6.00; threat_range > 10893.09; flying_speed <= 16.92; weather = 1.0; formation = 1.0; #threats > 25.00; threat_range > 10893.09,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1994,weather = 3.0; flying_speed <= 16.92; day_time > 11.50,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996,flying_speed <= 16.92; countermeasure = 0.0; threat_range > 30101.55; weather = 4.0; #threats <= 25.00; day_time <= 6.00; formation = 1.0; flying_speed <= 16.92; threat_range > 30101.55; countermeasure = 0.0; formation = 1.0; #threats <= 25.00; day_time <= 6.00; flying_speed <= 16.92; countermeasure = 0.0; formation = 1.0; threat_range > 30101.55,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2000,threat_range > 10893.09; weather = 1.0; #threats > 25.00; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,day_time > 6.00; weather = 1.0; countermeasure = 0.0; threat_range > 10893.09; 10893.09 < threat_range <= 30101.55; 11.50 < day_time <= 18.00; flying_speed > 38.71; threat_range > 10893.09; weather = 1.0,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2030,#threats > 25.00; flying_speed <= 16.92; day_time > 6.00; flying_speed <= 28.09; flying_speed <= 16.92; weather = 4.0; countermeasure = 0.0; threat_range > 30101.55; 11.50 < day_time <= 18.00; formation = 0.0; #threats > 25.00; weather = 4.0; flying_speed <= 16.92; flying_speed <= 16.92; countermeasure = 0.0; #threats > 25.00; weather = 4.0; threat_range > 30101.55; 11.50 < day_time <= 18.00; formation = 0.0,5,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
2033,#threats > 74.00; flying_speed <= 16.92; weather = 3.0; countermeasure = 0.0; 11.50 < day_time <= 18.00; threat_range > 20336.87; flying_speed <= 16.92; countermeasure = 0.0; #threats > 74.00; threat_range > 20336.87; 11.50 < day_time <= 18.00; formation = 0.0; flying_speed <= 16.92; countermeasure = 0.0; #threats > 74.00; 20336.87 < threat_range <= 30101.55; 11.50 < day_time <= 18.00; weather = 3.0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2060,threat_range > 10893.09; weather = 1.0; threat_range > 20336.87; flying_speed <= 28.09; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2102,#threats > 50.00; flying_speed <= 28.09; day_time > 6.00; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
2119,day_time <= 18.00; weather = 1.0; #threats > 50.00; day_time <= 11.50; weather = 1.0,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2120,flying_speed <= 16.92; countermeasure = 0.0; #threats > 50.00; formation = 0.0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2127,weather = 4.0; flying_speed <= 16.92; weather = 4.0; flying_speed <= 16.92,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2151,weather = 3.0; threat_range > 20336.87,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2164,#threats > 25.00; flying_speed <= 38.71; weather = 1.0; #threats > 74.00; flying_speed <= 38.71,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2237,#threats > 74.00; threat_range <= 10893.09; countermeasure = 0.0; formation = 1.0; weather = 1.0; flying_speed <= 28.09; 6.00 < day_time <= 18.00,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,flying_speed <= 16.92; #threats > 74.00; countermeasure = 0.0; formation = 1.0; threat_range > 30101.55; day_time > 6.00; #threats > 74.00; countermeasure = 0.0; flying_speed <= 16.92; #threats > 74.00; threat_range > 30101.55; formation = 1.0; weather = 1.0; day_time > 18.00; flying_speed <= 16.92; threat_range > 30101.55; day_time > 18.00; #threats > 74.00; countermeasure = 0.0; formation = 1.0; weather = 1.0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2278,flying_speed <= 38.71; weather = 1.0; weather = 1.0; day_time <= 6.00; flying_speed <= 38.71,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2293,#threats > 74.00; flying_speed <= 16.92; weather = 1.0; day_time <= 18.00; threat_range <= 20336.87; flying_speed <= 16.92; #threats > 74.00; weather = 1.0; threat_range > 10893.09,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2311,day_time <= 18.00; weather = 1.0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
2345,day_time > 11.50; flying_speed <= 16.92; #threats > 50.00; threat_range <= 20336.87,2,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2349,flying_speed <= 16.92; day_time > 18.00; #threats > 74.00; threat_range <= 10893.09; countermeasure = 0.0; formation = 0.0; weather = 4.0,2,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2363,flying_speed <= 16.92; countermeasure = 0.0; formation = 1.0; #threats > 50.00; threat_range <= 10893.09; day_time > 11.50; weather = 1.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,flying_speed <= 16.92; countermeasure = 0.0; #threats > 50.00; threat_range <= 10893.09; formation = 1.0; weather = 4.0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,day_time > 18.00; flying_speed <= 16.92; #threats > 74.00; weather = 3.0; #threats > 74.00; threat_range > 10893.09; flying_speed <= 16.92; threat_range > 30101.55; #threats > 74.00; day_time > 11.50; flying_speed <= 16.92; #threats > 74.00; threat_range > 30101.55; day_time > 11.50; formation = 1.0; weather = 3.0,5,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
