sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3,pred_req_4,real_req_4,pred_req_5,real_req_5,pred_req_6,real_req_6,pred_req_7,real_req_7,pred_req_8,real_req_8,pred_req_9,real_req_9,pred_req_10,real_req_10,pred_req_11,real_req_11
228,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 75.00; flying_speed <= 15.83; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; weather = 4.0; flying_speed <= 15.83; day_time <= 12.00; #threats <= 75.00; threat_range > 10398.43; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,flying_speed <= 15.83; flying_speed <= 15.83; threat_range > 10398.43; flying_speed <= 15.83; #threats > 26.00; formation = 0.0; flying_speed <= 15.83,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
230,#threats <= 75.00; day_time > 18.00; day_time > 18.00; day_time > 18.00; formation = 1.0; 26.00 < #threats <= 75.00; flying_speed > 15.83; 10398.43 < threat_range <= 30458.59; day_time > 18.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
231,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 10398.43; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 30458.59; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; weather = 1.0; threat_range <= 10398.43,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,threat_range > 30458.59; #threats <= 75.00; #threats <= 53.00; #threats <= 53.00; 26.00 < #threats <= 53.00; formation = 0.0; flying_speed <= 27.56; day_time > 12.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
233,flying_speed <= 27.56; #threats <= 53.00; threat_range <= 30458.59; weather = 1.0; #threats <= 53.00; 10398.43 < threat_range <= 20104.47; day_time <= 12.00; flying_speed <= 27.56,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
234,#threats <= 75.00; #threats <= 75.00; day_time <= 6.00; #threats <= 53.00; weather = 3.0; flying_speed > 27.56; formation = 1.0; countermeasure = 1.0; flying_speed > 38.83,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
235,#threats > 75.00; flying_speed <= 15.83; threat_range <= 10398.43; 12.00 < day_time <= 18.00,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; #threats > 26.00; countermeasure = 0.0; flying_speed <= 15.83; formation = 0.0; threat_range > 10398.43; countermeasure = 0.0; flying_speed <= 27.56; weather = 4.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; threat_range > 30458.59,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,#threats <= 75.00; #threats <= 75.00; weather = 3.0; flying_speed <= 38.83; flying_speed <= 38.83; 26.00 < #threats <= 75.00; 10398.43 < threat_range <= 30458.59; day_time <= 12.00; countermeasure = 1.0,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
238,countermeasure = 0.0; day_time <= 6.00; countermeasure = 0.0; day_time <= 6.00; #threats > 53.00; 10398.43 < threat_range <= 30458.59; day_time <= 6.00; countermeasure = 0.0; day_time <= 6.00; #threats > 26.00; threat_range > 20104.47; threat_range <= 30458.59; countermeasure = 0.0; day_time <= 6.00; weather = 1.0; day_time <= 6.00; countermeasure = 0.0; threat_range <= 30458.59; countermeasure = 0.0,12,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
239,countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; formation = 0.0; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 27.56; day_time > 12.00; flying_speed <= 15.83; day_time > 18.00; formation = 0.0; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,countermeasure = 0.0; #threats <= 26.00; countermeasure = 0.0; flying_speed <= 15.83; #threats <= 26.00; countermeasure = 0.0; flying_speed <= 15.83; day_time <= 12.00; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; weather = 2.0; flying_speed <= 15.83; weather = 2.0; formation = 0.0; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,threat_range > 10398.43; flying_speed > 27.56; #threats <= 53.00; #threats <= 53.00; 10398.43 < threat_range <= 30458.59; flying_speed > 38.83; day_time > 12.00; flying_speed > 38.83,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
242,#threats > 75.00; day_time <= 6.00; 15.83 < flying_speed <= 27.56; 10398.43 < threat_range <= 30458.59; formation = 0.0; threat_range > 10398.43; flying_speed <= 38.83; weather = 3.0; flying_speed <= 27.56; flying_speed <= 38.83; day_time <= 6.00,8,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
243,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 27.56; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 12.00; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 38.83; countermeasure = 0.0; 26.00 < #threats <= 53.00; flying_speed <= 27.56; weather = 2.0; flying_speed <= 27.56,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,countermeasure = 0.0; #threats <= 26.00; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 75.00; day_time <= 18.00; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats <= 75.00; threat_range <= 30458.59; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 26.00; day_time <= 12.00; threat_range <= 20104.47; countermeasure = 0.0; #threats <= 75.00; #threats <= 26.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 38.83; 26.00 < #threats <= 53.00; threat_range <= 30458.59; countermeasure = 0.0; flying_speed <= 38.83; countermeasure = 0.0; 26.00 < #threats <= 53.00; formation = 0.0; threat_range <= 30458.59; #threats <= 53.00,11,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
246,countermeasure = 0.0; #threats <= 26.00; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 30458.59; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; #threats <= 75.00; flying_speed <= 15.83; countermeasure = 0.0; #threats <= 26.00,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1
247,#threats <= 75.00; #threats <= 75.00; threat_range > 20104.47; flying_speed <= 38.83; flying_speed <= 38.83; 26.00 < #threats <= 53.00; day_time <= 12.00; threat_range <= 30458.59; day_time <= 6.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1
248,day_time <= 6.00; #threats <= 26.00; day_time <= 6.00; #threats <= 26.00; #threats <= 26.00; day_time <= 6.00; #threats <= 53.00; threat_range <= 20104.47; threat_range <= 30458.59,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
249,#threats <= 26.00; day_time <= 12.00; #threats <= 26.00; #threats <= 53.00; #threats <= 26.00; day_time <= 6.00; threat_range <= 30458.59; flying_speed > 15.83; formation = 1.0,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
250,#threats <= 53.00; #threats <= 53.00; day_time > 12.00; #threats <= 26.00; flying_speed > 38.83; #threats <= 75.00; threat_range > 20104.47; day_time > 6.00; weather = 4.0; #threats <= 26.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
251,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; day_time > 18.00; 26.00 < #threats <= 75.00; #threats <= 53.00; countermeasure = 0.0; 26.00 < #threats <= 53.00; threat_range <= 30458.59; formation = 0.0; countermeasure = 0.0; threat_range <= 30458.59; weather = 3.0; formation = 0.0; 26.00 < #threats <= 53.00; threat_range <= 20104.47; day_time > 12.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
252,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; day_time > 12.00; 26.00 < #threats <= 75.00; threat_range <= 30458.59; countermeasure = 0.0; 20104.47 < threat_range <= 30458.59; #threats <= 75.00; threat_range > 10398.43; countermeasure = 0.0; 20104.47 < threat_range <= 30458.59; countermeasure = 0.0; countermeasure = 0.0; weather = 2.0; threat_range <= 30458.59; #threats <= 75.00; flying_speed > 38.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253,#threats <= 75.00; formation = 1.0; threat_range > 20104.47; threat_range <= 30458.59; 10398.43 < threat_range <= 30458.59; flying_speed > 27.56; #threats <= 75.00; weather = 4.0; #threats > 53.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
254,#threats > 75.00; 6.00 < day_time <= 18.00; threat_range <= 10398.43; 15.83 < flying_speed <= 27.56; countermeasure = 1.0; #threats > 53.00; day_time > 12.00; flying_speed <= 27.56; flying_speed <= 27.56; formation = 1.0; 12.00 < day_time <= 18.00; threat_range <= 20104.47; #threats > 75.00; countermeasure = 1.0,8,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
255,flying_speed <= 15.83; #threats > 26.00; 12.00 < day_time <= 18.00; formation = 1.0; threat_range > 20104.47; flying_speed <= 15.83; flying_speed <= 15.83; 26.00 < #threats <= 53.00; 20104.47 < threat_range <= 30458.59; 12.00 < day_time <= 18.00; weather = 1.0; formation = 1.0; flying_speed <= 15.83; 26.00 < #threats <= 53.00; day_time > 6.00; threat_range <= 30458.59; #threats <= 53.00; flying_speed <= 15.83; weather = 1.0; 12.00 < day_time <= 18.00; #threats > 26.00; threat_range <= 30458.59; flying_speed <= 15.83; flying_speed <= 15.83; weather = 1.0; threat_range > 10398.43; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,weather = 2.0; day_time <= 18.00; threat_range <= 20104.47; 26.00 < #threats <= 53.00; day_time > 12.00; formation = 1.0,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
257,flying_speed <= 15.83; threat_range <= 10398.43; formation = 1.0; weather = 2.0; #threats <= 75.00; flying_speed <= 15.83; threat_range <= 10398.43; formation = 1.0; weather = 2.0; #threats <= 75.00; #threats <= 75.00; flying_speed <= 15.83; threat_range <= 10398.43; weather = 2.0; day_time > 12.00; day_time > 6.00; flying_speed <= 15.83; threat_range <= 10398.43; day_time > 6.00; flying_speed <= 38.83; flying_speed <= 15.83; day_time > 18.00; threat_range <= 10398.43; day_time > 18.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; threat_range > 20104.47; day_time <= 12.00; threat_range > 10398.43; countermeasure = 0.0; flying_speed <= 38.83; day_time > 6.00; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 38.83; day_time <= 12.00; #threats <= 53.00,11,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
259,countermeasure = 0.0; #threats > 53.00; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; threat_range > 20104.47; countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; day_time <= 6.00; #threats <= 75.00; weather = 4.0; threat_range > 30458.59,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,countermeasure = 0.0; #threats <= 75.00; #threats <= 75.00; #threats <= 75.00; countermeasure = 0.0; day_time <= 6.00; #threats > 53.00; countermeasure = 0.0; countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed > 38.83; countermeasure = 0.0; day_time <= 6.00; 53.00 < #threats <= 75.00; day_time <= 6.00,11,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,flying_speed <= 38.83; flying_speed <= 38.83; flying_speed <= 27.56; flying_speed <= 38.83; 10398.43 < threat_range <= 30458.59; formation = 1.0; 15.83 < flying_speed <= 27.56; flying_speed <= 27.56,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
262,flying_speed <= 27.56; flying_speed <= 15.83; flying_speed <= 15.83; formation = 1.0; flying_speed <= 38.83; flying_speed <= 15.83; threat_range <= 20104.47; day_time > 12.00; flying_speed <= 27.56,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
263,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; 26.00 < #threats <= 75.00; threat_range <= 30458.59; #threats <= 75.00; countermeasure = 0.0; 20104.47 < threat_range <= 30458.59; #threats <= 75.00; countermeasure = 0.0; formation = 1.0; threat_range > 10398.43; 26.00 < #threats <= 53.00; countermeasure = 0.0; 20104.47 < threat_range <= 30458.59; flying_speed > 38.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,#threats <= 53.00; day_time > 12.00; day_time > 18.00; 26.00 < #threats <= 53.00; threat_range <= 20104.47; formation = 1.0,7,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
265,countermeasure = 0.0; weather = 3.0; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; threat_range > 10398.43; day_time <= 6.00; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 53.00; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 38.83; countermeasure = 0.0; day_time <= 6.00; flying_speed <= 38.83; day_time <= 6.00,12,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
266,#threats > 75.00; 6.00 < day_time <= 18.00; weather = 3.0; threat_range > 30458.59; formation = 1.0; flying_speed > 38.83; weather = 3.0; threat_range > 10398.43; day_time <= 12.00; threat_range > 20104.47; weather = 3.0; 6.00 < day_time <= 12.00; formation = 1.0; #threats > 26.00; flying_speed > 27.56; threat_range > 30458.59,9,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
267,flying_speed <= 15.83; threat_range > 20104.47; flying_speed <= 27.56; flying_speed <= 27.56; flying_speed <= 15.83; day_time > 12.00; #threats > 75.00; flying_speed <= 15.83,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
268,#threats <= 26.00; formation = 0.0,6,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
269,countermeasure = 0.0; threat_range > 10398.43; countermeasure = 0.0; formation = 1.0; 26.00 < #threats <= 75.00; #threats <= 75.00; #threats <= 75.00; countermeasure = 0.0; 10398.43 < threat_range <= 30458.59; #threats > 26.00; countermeasure = 0.0; countermeasure = 0.0; 26.00 < #threats <= 75.00; countermeasure = 0.0; countermeasure = 0.0; threat_range <= 30458.59; day_time <= 12.00; threat_range > 20104.47,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,countermeasure = 0.0; flying_speed <= 38.83; threat_range <= 10398.43; flying_speed <= 38.83; countermeasure = 0.0; threat_range <= 10398.43; countermeasure = 0.0; day_time <= 12.00; weather = 3.0; 27.56 < flying_speed <= 38.83; #threats > 26.00; countermeasure = 0.0,9,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
271,#threats > 53.00; 6.00 < day_time <= 18.00; flying_speed <= 38.83; weather = 2.0; threat_range <= 10398.43; weather = 2.0; flying_speed <= 38.83; formation = 0.0; #threats > 53.00; weather = 2.0; day_time > 12.00; threat_range <= 30458.59; #threats <= 75.00; #threats <= 75.00; flying_speed <= 38.83; #threats > 53.00; threat_range <= 30458.59; formation = 0.0; #threats <= 75.00; flying_speed <= 38.83; #threats > 53.00; threat_range <= 20104.47; 12.00 < day_time <= 18.00; day_time > 12.00; threat_range <= 10398.43; 26.00 < #threats <= 75.00; weather = 2.0; day_time <= 18.00; weather = 2.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,countermeasure = 0.0; weather = 4.0; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; #threats <= 53.00; #threats <= 53.00; countermeasure = 0.0; threat_range <= 30458.59; flying_speed <= 38.83; threat_range > 20104.47; countermeasure = 0.0; formation = 1.0; #threats <= 53.00; 26.00 < #threats <= 53.00; threat_range <= 30458.59; day_time <= 12.00; day_time <= 12.00,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
273,#threats > 75.00; formation = 1.0; threat_range <= 20104.47; day_time > 18.00; day_time > 12.00; flying_speed > 27.56; threat_range <= 20104.47; 27.56 < flying_speed <= 38.83; #threats > 26.00; formation = 1.0; #threats > 75.00,7,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
274,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 27.56; #threats > 26.00; day_time <= 12.00; countermeasure = 0.0; day_time <= 6.00; threat_range > 10398.43; flying_speed <= 27.56; countermeasure = 0.0; day_time <= 12.00; threat_range > 20104.47,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,#threats <= 75.00; weather = 3.0; #threats <= 75.00; #threats <= 75.00; #threats <= 26.00; 10398.43 < threat_range <= 20104.47; #threats <= 75.00; flying_speed > 15.83; #threats <= 26.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
276,#threats > 75.00; threat_range <= 10398.43; flying_speed <= 15.83; day_time <= 12.00; weather = 2.0; day_time <= 6.00; flying_speed <= 15.83; flying_speed <= 15.83; flying_speed <= 15.83; threat_range <= 30458.59; weather = 2.0; day_time <= 6.00,9,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
277,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 30458.59; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 26.00; threat_range <= 10398.43; countermeasure = 0.0; day_time <= 12.00; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,flying_speed <= 15.83; day_time <= 18.00; weather = 1.0; threat_range <= 30458.59; formation = 1.0; flying_speed <= 15.83; formation = 1.0; weather = 1.0; threat_range <= 30458.59; #threats <= 75.00; #threats <= 53.00; flying_speed <= 15.83; weather = 1.0; flying_speed <= 15.83; flying_speed <= 15.83; weather = 1.0; 12.00 < day_time <= 18.00; threat_range <= 30458.59; formation = 1.0; #threats <= 75.00; flying_speed <= 15.83; weather = 1.0; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,flying_speed <= 27.56; #threats <= 75.00; threat_range > 10398.43; flying_speed <= 27.56; day_time <= 12.00; threat_range <= 30458.59; 26.00 < #threats <= 75.00; day_time <= 6.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
280,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 75.00; #threats <= 26.00; countermeasure = 0.0; flying_speed <= 27.56; weather = 3.0; #threats <= 75.00; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 27.56; #threats <= 53.00; flying_speed <= 27.56; countermeasure = 0.0; #threats <= 26.00,12,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
281,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 15.83; #threats <= 53.00; flying_speed <= 15.83; #threats <= 53.00; flying_speed <= 15.83,12,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
282,#threats <= 75.00; #threats <= 75.00; day_time <= 6.00; #threats <= 75.00; #threats <= 75.00; day_time <= 6.00; weather = 1.0; threat_range <= 20104.47; threat_range <= 20104.47,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1
283,day_time <= 6.00; #threats <= 75.00; #threats <= 75.00; day_time <= 6.00; day_time <= 6.00; formation = 1.0; 26.00 < #threats <= 75.00; weather = 1.0; threat_range > 30458.59,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1
284,countermeasure = 0.0; threat_range > 30458.59; countermeasure = 0.0; flying_speed <= 27.56; threat_range > 10398.43; countermeasure = 0.0; flying_speed <= 27.56; #threats > 26.00; day_time <= 6.00; countermeasure = 0.0; day_time <= 6.00; countermeasure = 0.0; day_time <= 12.00; countermeasure = 0.0; flying_speed <= 27.56; threat_range > 30458.59,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,#threats <= 75.00; #threats <= 75.00; day_time > 18.00; #threats <= 53.00; weather = 3.0; threat_range <= 20104.47; day_time > 18.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
286,countermeasure = 0.0; weather = 4.0; countermeasure = 0.0; day_time <= 6.00; 10398.43 < threat_range <= 30458.59; #threats <= 53.00; countermeasure = 0.0; 10398.43 < threat_range <= 30458.59; day_time <= 12.00; day_time <= 6.00; countermeasure = 0.0; #threats <= 75.00; threat_range <= 30458.59; threat_range <= 30458.59; countermeasure = 0.0; day_time <= 6.00; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,#threats > 75.00; flying_speed <= 15.83; weather = 4.0; threat_range > 30458.59; day_time <= 18.00; formation = 0.0; flying_speed <= 38.83; formation = 0.0,7,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
288,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; formation = 1.0; threat_range > 10398.43; #threats <= 75.00; day_time <= 18.00; countermeasure = 0.0; formation = 1.0; #threats <= 75.00; threat_range > 10398.43; day_time <= 18.00; formation = 1.0; countermeasure = 0.0; formation = 1.0; #threats <= 53.00; threat_range > 10398.43; weather = 4.0; day_time > 6.00; flying_speed > 38.83; #threats <= 26.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,countermeasure = 0.0; day_time > 6.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; threat_range <= 30458.59; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; threat_range <= 30458.59; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 27.56,10,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
290,#threats > 53.00; flying_speed <= 15.83; 10398.43 < threat_range <= 20104.47; 12.00 < day_time <= 18.00; flying_speed <= 15.83; flying_speed <= 15.83; threat_range <= 20104.47; weather = 3.0; formation = 0.0; #threats > 53.00; day_time <= 18.00; #threats <= 75.00; #threats <= 75.00; flying_speed <= 15.83; #threats > 53.00; 10398.43 < threat_range <= 20104.47; day_time > 12.00; formation = 0.0; flying_speed <= 27.56; flying_speed <= 15.83; #threats > 53.00; weather = 3.0; threat_range <= 20104.47; 12.00 < day_time <= 18.00; flying_speed <= 15.83; flying_speed <= 15.83; weather = 3.0; #threats > 26.00; day_time > 12.00; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,#threats > 75.00; 10398.43 < threat_range <= 20104.47; 6.00 < day_time <= 18.00; formation = 1.0; threat_range > 10398.43; formation = 1.0; threat_range > 10398.43; #threats > 75.00; formation = 1.0; 10398.43 < threat_range <= 20104.47; day_time <= 12.00; flying_speed > 38.83; 10398.43 < threat_range <= 30458.59; weather = 4.0; flying_speed > 38.83,10,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
292,threat_range <= 10398.43; flying_speed <= 38.83; weather = 3.0; formation = 1.0; 6.00 < day_time <= 12.00; #threats <= 75.00; flying_speed <= 38.83; threat_range <= 30458.59; #threats <= 26.00; #threats <= 75.00; flying_speed <= 38.83; threat_range <= 10398.43; day_time <= 12.00; weather = 3.0; #threats <= 75.00; flying_speed <= 38.83; flying_speed <= 38.83; 6.00 < day_time <= 18.00; threat_range <= 10398.43; weather = 3.0; formation = 1.0; #threats <= 75.00; threat_range <= 20104.47; #threats <= 53.00; day_time <= 12.00; formation = 1.0; #threats <= 26.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,#threats <= 53.00; #threats <= 75.00; #threats <= 53.00; formation = 1.0; threat_range <= 20104.47; 26.00 < #threats <= 53.00; weather = 3.0; threat_range <= 10398.43,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1
294,#threats > 75.00; formation = 1.0; day_time <= 12.00; flying_speed <= 27.56; day_time <= 12.00; flying_speed <= 27.56; flying_speed <= 38.83; threat_range > 10398.43; 15.83 < flying_speed <= 27.56; 10398.43 < threat_range <= 30458.59; day_time <= 12.00; formation = 1.0; #threats > 75.00,9,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
295,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; #threats > 26.00; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; 26.00 < #threats <= 53.00; flying_speed <= 27.56; flying_speed <= 27.56,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,#threats <= 26.00; #threats <= 75.00; day_time <= 6.00; #threats <= 53.00; threat_range <= 10398.43; day_time <= 6.00; formation = 0.0,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
